Count of Victims,Age Group,Sex,MethodofKilling,Domestic Abuse,Recorded Year,Recorded Month,Homicide Offence Type,Solved Status,Borough,Officer Observed Ethnicity
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,2020,Dec,Murder,Solved,Newham,Black
1,25 to 34,Female,Knife or Sharp Implement,Domestic Abuse,2020,Dec,Murder,Solved,Croydon,White
1,0 to 12,Female,Other Methods of Killing,Not Domestic Abuse,2020,Dec,Murder,Solved,Hounslow,Asian
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,2020,Dec,Murder,Solved,Harrow,Black
1,45 to 54,Male,Other Methods of Killing,Not Domestic Abuse,2020,Dec,Murder,Solved,Westminster,White
1,45 to 54,Male,"Physical Assault, no weapon",Not Domestic Abuse,2020,Dec,Manslaughter,Solved,Tower Hamlets,White
1,25 to 34,Female,Knife or Sharp Implement,Domestic Abuse,2020,Dec,Murder,Solved,Lambeth,Asian
1,0 to 12,Male,Other Methods of Killing,Not Domestic Abuse,2020,Dec,Murder,Solved,Greenwich,Black
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,2020,Dec,Murder,Solved,Newham,Black
1,65 and over,Female,Knife or Sharp Implement,Not Domestic Abuse,2021,Jan,Murder,Solved,Lewisham,White
1,35 to 44,Male,Knife or Sharp Implement,Not Domestic Abuse,2021,Jan,Murder,Solved,Redbridge,White
1,45 to 54,Male,Knife or Sharp Implement,Not Domestic Abuse,2021,Jan,Murder,Solved,Redbridge,White
1,45 to 54,Male,Knife or Sharp Implement,Not Domestic Abuse,2021,Jan,Murder,Solved,Brent,White
1,35 to 44,Male,Knife or Sharp Implement,Not Domestic Abuse,2021,Jan,Murder,Solved,Merton,White
1,65 and over,Male,Knife or Sharp Implement,Domestic Abuse,2021,Jan,Murder,Solved,Greenwich,White
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,2021,Jan,Murder,Solved,Haringey,White
1,35 to 44,Female,Knife or Sharp Implement,Domestic Abuse,2021,Jan,Murder,Solved,Tower Hamlets,White
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,2021,Jan,Murder,Solved,Islington,Black
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,2021,Feb,Murder,Solved,Croydon,Black
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,2021,Feb,Murder,Solved,Brent,White
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,2021,Feb,Murder,Solved,Hammersmith & Fulham,Black
1,45 to 54,Male,"Physical Assault, no weapon",Not Domestic Abuse,2021,Feb,Manslaughter,Solved,Greenwich,Black
1,35 to 44,Male,Knife or Sharp Implement,Not Domestic Abuse,2021,Feb,Murder,Solved,Camden,Black
1,35 to 44,Male,Knife or Sharp Implement,Not Domestic Abuse,2021,Feb,Murder,Solved,Haringey,White
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,2021,Feb,Murder,Solved,Brent,Black
1,45 to 54,Female,Blunt Implement,Not Domestic Abuse,2021,Feb,Murder,Solved,Ealing,White
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,2021,Feb,Murder,Solved,Haringey,Black
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,2021,Feb,Murder,Solved,Westminster,Asian
1,13 to 19,Male,Knife or Sharp Implement,Domestic Abuse,2021,Mar,Murder,Solved,Croydon,Black
1,13 to 19,Male,Other Methods of Killing,Not Domestic Abuse,2021,Mar,Murder,Solved,Greenwich,Black
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,2021,Mar,Murder,Solved,Greenwich,Black
1,0 to 12,Male,Other Methods of Killing,Not Domestic Abuse,2021,Mar,Murder,Solved,Greenwich,Black
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,2021,Mar,Murder,Solved,Haringey,White
1,25 to 34,Female,Not known/Not Recorded,Not Domestic Abuse,2021,Mar,Murder,Solved,Lambeth,White
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,2021,Mar,Murder,Solved,Waltham Forest,Asian
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,2021,Mar,Murder,Solved,Hounslow,White
1,65 and over,Female,Blunt Implement,Domestic Abuse,2021,Mar,Murder,Solved,Newham,Black
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,2021,Mar,Murder,Solved,Croydon,Black
1,45 to 54,Female,Knife or Sharp Implement,Domestic Abuse,2021,Apr,Murder,Solved,Greenwich,White
1,45 to 54,Female,Knife or Sharp Implement,Domestic Abuse,2021,Apr,Murder,Solved,Redbridge,White
1,65 and over,Female,"Physical Assault, no weapon",Domestic Abuse,2021,Apr,Murder,Solved,Redbridge,White
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,2021,Apr,Murder,Solved,Lewisham,Black
1,65 and over,Male,Knife or Sharp Implement,Domestic Abuse,2021,Apr,Murder,Solved,Southwark,White
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,2021,Apr,Murder,Solved,Newham,Other
1,13 to 19,Male,Shooting,Not Domestic Abuse,2021,Apr,Murder,Solved,Newham,Black
1,35 to 44,Male,Knife or Sharp Implement,Not Domestic Abuse,2021,Apr,Murder,Solved,Brent,Black
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,2021,May,Murder,Solved,Barnet,Black
1,45 to 54,Female,Knife or Sharp Implement,Not Domestic Abuse,2021,May,Murder,Solved,Redbridge,White
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,2021,May,Murder,Solved,Wandsworth,Black
1,65 and over,Male,Blunt Implement,Not Domestic Abuse,2021,May,Murder,Solved,Westminster,White
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,2021,May,Murder,Solved,Havering,Black
1,25 to 34,Male,Shooting,Not Domestic Abuse,2021,May,Murder,Solved,Hackney,Black
1,25 to 34,Female,"Physical Assault, no weapon",Domestic Abuse,2021,May,Murder,Solved,Redbridge,White
1,20 to 24,Female,Not known/Not Recorded,Not Domestic Abuse,2021,May,Murder,Solved,Camden,White
1,35 to 44,Male,Knife or Sharp Implement,Not Domestic Abuse,2021,May,Murder,Solved,Richmond Upon Thames,White
1,0 to 12,Female,Other Methods of Killing,Not Domestic Abuse,2021,May,Murder,Solved,Camden,White
1,65 and over,Male,"Physical Assault, no weapon",Domestic Abuse,2021,May,Murder,Solved,Lewisham,White
1,20 to 24,Male,Shooting,Not Domestic Abuse,2021,May,Murder,Solved,Haringey,Black
1,35 to 44,Female,Knife or Sharp Implement,Not Domestic Abuse,2021,May,Murder,Solved,Sutton,Black
1,55 to 64,Male,Knife or Sharp Implement,Not Domestic Abuse,2021,May,Murder,Solved,Islington,White
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,2021,Jun,Murder,Solved,Barnet,Black
1,35 to 44,Male,Knife or Sharp Implement,Not Domestic Abuse,2021,Jun,Murder,Solved,Unmapped,Black
1,25 to 34,Male,Knife or Sharp Implement,Domestic Abuse,2021,Jun,Murder,Solved,Hackney,White
1,65 and over,Female,Not known/Not Recorded,Domestic Abuse,2021,Jun,Murder,Solved,Bexley,White
1,13 to 19,Male,Shooting,Not Domestic Abuse,2021,Jun,Murder,Solved,Islington,Black
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,2021,Jun,Murder,Solved,Hillingdon,Black
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,2021,Jun,Murder,Solved,Lambeth,Black
1,45 to 54,Female,Knife or Sharp Implement,Domestic Abuse,2021,Jun,Murder,Solved,Lewisham,Black
1,45 to 54,Male,Blunt Implement,Not Domestic Abuse,2021,Jun,Murder,Solved,Southwark,Black
1,25 to 34,Male,Shooting,Not Domestic Abuse,2021,Jun,Murder,Solved,Wandsworth,Black
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,2021,Jun,Murder,Solved,Barnet,Asian
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,2021,Jun,Murder,Solved,Lewisham,Black
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,2021,Jun,Murder,Solved,Lewisham,Black
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,2021,Jul,Murder,Solved,Croydon,Black
1,55 to 64,Male,Knife or Sharp Implement,Not Domestic Abuse,2021,Jul,Murder,Solved,Westminster,White
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,2021,Jul,Murder,Solved,Greenwich,Black
1,45 to 54,Male,"Physical Assault, no weapon",Not Domestic Abuse,2021,Jul,Murder,Solved,Hillingdon,White
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,2021,Jul,Murder,Solved,Lambeth,White
1,65 and over,Female,Knife or Sharp Implement,Not Domestic Abuse,2021,Jul,Murder,Solved,Unmapped,Other
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,2021,Jul,Murder,Solved,Croydon,Black
1,35 to 44,Male,Blunt Implement,Not Domestic Abuse,2021,Jul,Murder,Solved,Lambeth,White
1,65 and over,Male,Other Methods of Killing,Not Domestic Abuse,2021,Jul,Murder,Solved,Tower Hamlets,White
1,65 and over,Female,Other Methods of Killing,Not Domestic Abuse,2021,Jul,Murder,Solved,Tower Hamlets,White
1,35 to 44,Female,Other Methods of Killing,Not Domestic Abuse,2021,Jul,Manslaughter,Solved,Ealing,White
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,2021,Jul,Murder,Solved,Lambeth,White
1,35 to 44,Male,Blunt Implement,Not Domestic Abuse,2021,Jul,Murder,Solved,Barking & Dagenham,White
1,35 to 44,Female,Knife or Sharp Implement,Domestic Abuse,2021,Jul,Murder,Solved,Southwark,White
1,45 to 54,Male,Knife or Sharp Implement,Domestic Abuse,2021,Jul,Murder,Solved,Enfield,White
1,65 and over,Female,"Physical Assault, no weapon",Not Domestic Abuse,2021,Jul,Murder,Solved,Barnet,Asian
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,2021,Jul,Murder,Solved,Greenwich,Black
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,2021,Aug,Murder,Solved,Haringey,Black
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,2021,Aug,Murder,Solved,Newham,Black
1,45 to 54,Male,Knife or Sharp Implement,Not Domestic Abuse,2021,Aug,Murder,Solved,Waltham Forest,White
1,65 and over,Female,Knife or Sharp Implement,Not Domestic Abuse,2021,Aug,Murder,Solved,Kensington & Chelsea,White
1,45 to 54,Male,Shooting,Not Domestic Abuse,2021,Aug,Murder,Solved,Tower Hamlets,Asian
1,55 to 64,Male,"Physical Assault, no weapon",Not Domestic Abuse,2021,Aug,Murder,Solved,Hounslow,Asian
1,45 to 54,Female,Knife or Sharp Implement,Domestic Abuse,2021,Aug,Murder,Solved,Westminster,White
1,20 to 24,Male,Shooting,Not Domestic Abuse,2021,Aug,Murder,Solved,Newham,White
1,55 to 64,Male,Knife or Sharp Implement,Domestic Abuse,2021,Aug,Murder,Solved,Westminster,White
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,2021,Aug,Murder,Solved,Kingston Upon Thames,Black
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,2021,Aug,Murder,Solved,Waltham Forest,Black
1,13 to 19,Male,Shooting,Not Domestic Abuse,2021,Sep,Murder,Solved,Waltham Forest,Black
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,2021,Sep,Murder,Solved,Newham,White
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,2021,Sep,Murder,Solved,Lambeth,Black
1,0 to 12,Female,Knife or Sharp Implement,Not Domestic Abuse,2021,Sep,Murder,Solved,Ealing,Black
1,45 to 54,Male,Knife or Sharp Implement,Domestic Abuse,2021,Sep,Murder,Solved,Bromley,White
1,25 to 34,Female,"Physical Assault, no weapon",Not Domestic Abuse,2021,Sep,Murder,Solved,Greenwich,Asian
1,45 to 54,Male,Knife or Sharp Implement,Not Domestic Abuse,2021,Sep,Murder,Solved,Bexley,White
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,2021,Sep,Murder,Solved,Tower Hamlets,Asian
1,35 to 44,Male,Knife or Sharp Implement,Not Domestic Abuse,2021,Sep,Murder,Solved,Haringey,White
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,2021,Sep,Murder,Solved,Haringey,Black
1,55 to 64,Male,Knife or Sharp Implement,Not Domestic Abuse,2021,Sep,Murder,Solved,Islington,White
1,65 and over,Male,Knife or Sharp Implement,Domestic Abuse,2021,Sep,Murder,Solved,Lewisham,Black
1,65 and over,Female,Not known/Not Recorded,Not Domestic Abuse,2021,Sep,Murder,Solved,Haringey,White
1,35 to 44,Male,Knife or Sharp Implement,Not Domestic Abuse,2021,Oct,Murder,Solved,Croydon,Black
1,35 to 44,Female,Knife or Sharp Implement,Domestic Abuse,2021,Oct,Murder,Solved,Camden,White
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,2021,Oct,Murder,Solved,Richmond Upon Thames,Asian
1,35 to 44,Male,Blunt Implement,Not Domestic Abuse,2021,Oct,Murder,Solved,Hounslow,White
1,35 to 44,Male,Blunt Implement,Not Domestic Abuse,2021,Oct,Murder,Solved,Bromley,Black
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,2021,Oct,Murder,Solved,Greenwich,Black
1,25 to 34,Male,Shooting,Not Domestic Abuse,2021,Oct,Murder,Solved,Lambeth,Black
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,2021,Oct,Murder,Solved,Redbridge,Asian
1,65 and over,Female,Other Methods of Killing,Not Domestic Abuse,2021,Oct,Murder,Solved,Havering,White
1,65 and over,Male,Blunt Implement,Domestic Abuse,2021,Oct,Murder,Solved,Enfield,Asian
1,25 to 34,Male,Shooting,Not Domestic Abuse,2021,Oct,Murder,Solved,Hillingdon,Black
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,2021,Nov,Murder,Solved,Unmapped,Asian
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,2021,Nov,Murder,Solved,Tower Hamlets,White
1,45 to 54,Female,Not known/Not Recorded,Domestic Abuse,2021,Nov,Murder,Solved,Richmond Upon Thames,Asian
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,2021,Nov,Murder,Solved,Hounslow,Black
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,2021,Nov,Murder,Solved,Croydon,Black
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,2021,Nov,Murder,Solved,Hounslow,Asian
1,55 to 64,Male,Knife or Sharp Implement,Not Domestic Abuse,2021,Nov,Murder,Solved,Haringey,White
1,25 to 34,Female,Knife or Sharp Implement,Not Domestic Abuse,2021,Nov,Murder,Solved,Haringey,White
1,35 to 44,Male,Knife or Sharp Implement,Not Domestic Abuse,2021,Dec,Murder,Solved,Havering,Asian
1,0 to 12,Female,Other Methods of Killing,Not Domestic Abuse,2021,Dec,Manslaughter,Solved,Tower Hamlets,Asian
1,45 to 54,Male,Knife or Sharp Implement,Not Domestic Abuse,2021,Dec,Murder,Solved,Hounslow,White
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,2021,Dec,Murder,Solved,Southwark,Asian
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,2021,Dec,Murder,Solved,Kingston Upon Thames,Asian
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,2021,Dec,Murder,Solved,Unmapped,Black
1,0 to 12,Male,Other Methods of Killing,Not Domestic Abuse,2021,Dec,Manslaughter,Solved,Sutton,Black
1,25 to 34,Female,Knife or Sharp Implement,Domestic Abuse,2021,Dec,Murder,Solved,Newham,White
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,2021,Dec,Murder,Solved,Croydon,Black
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,2021,Dec,Murder,Solved,Hillingdon,White
1,45 to 54,Male,Knife or Sharp Implement,Not Domestic Abuse,2022,Jan,Murder,Solved,Hillingdon,White
1,35 to 44,Female,Knife or Sharp Implement,Domestic Abuse,2022,Jan,Murder,Solved,Westminster,Other
1,45 to 54,Female,Knife or Sharp Implement,Domestic Abuse,2022,Jan,Murder,Solved,Lambeth,Black
1,0 to 12,Male,Other Methods of Killing,Not Domestic Abuse,2022,Jan,Infanticide,Solved,Greenwich,White
1,65 and over,Female,Blunt Implement,Domestic Abuse,2022,Jan,Murder,Solved,Enfield,Black
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,2022,Feb,Murder,Solved,Enfield,Black
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,2022,Feb,Murder,Solved,Greenwich,White
1,45 to 54,Male,"Physical Assault, no weapon",Not Domestic Abuse,2022,Feb,Murder,Solved,Hammersmith & Fulham,White
1,35 to 44,Female,Knife or Sharp Implement,Not Domestic Abuse,2022,Feb,Murder,Solved,Greenwich,Black
1,20 to 24,Male,Not known/Not Recorded,Not Domestic Abuse,2022,Feb,Murder,Solved,Croydon,White
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,2022,Feb,Murder,Solved,Barnet,Black
1,55 to 64,Female,Knife or Sharp Implement,Not Domestic Abuse,2022,Feb,Murder,Solved,Enfield,White
1,35 to 44,Male,Knife or Sharp Implement,Not Domestic Abuse,2022,Feb,Murder,Solved,Brent,Other
1,55 to 64,Male,Other Methods of Killing,Not Domestic Abuse,2022,Mar,Manslaughter,Solved,Barking & Dagenham,White
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,2022,Mar,Murder,Solved,Barking & Dagenham,Black
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,2022,Mar,Murder,Solved,Richmond Upon Thames,White
1,13 to 19,Female,Knife or Sharp Implement,Domestic Abuse,2022,Mar,Murder,Solved,Islington,Asian
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,2022,Mar,Murder,Solved,Redbridge,Asian
1,35 to 44,Female,Knife or Sharp Implement,Domestic Abuse,2022,Mar,Murder,Solved,Tower Hamlets,Asian
1,65 and over,Female,Knife or Sharp Implement,Domestic Abuse,2022,Apr,Murder,Solved,Newham,Asian
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,2022,Apr,Murder,Solved,Lambeth,Black
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,2022,Apr,Murder,Solved,Lewisham,Black
1,35 to 44,Male,"Physical Assault, no weapon",Not Domestic Abuse,2022,Apr,Murder,Solved,Brent,White
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,2022,Apr,Murder,Solved,Newham,Black
1,55 to 64,Male,Not known/Not Recorded,Not Domestic Abuse,2022,Apr,Murder,Solved,Lambeth,White
1,55 to 64,Female,Knife or Sharp Implement,Not Domestic Abuse,2022,Apr,Murder,Solved,Southwark,Black
1,55 to 64,Male,Knife or Sharp Implement,Not Domestic Abuse,2022,Apr,Murder,Solved,Southwark,Black
1,45 to 54,Female,Knife or Sharp Implement,Not Domestic Abuse,2022,Apr,Murder,Solved,Southwark,Black
1,25 to 34,Female,Knife or Sharp Implement,Domestic Abuse,2022,Apr,Murder,Solved,Southwark,Black
1,35 to 44,Male,Knife or Sharp Implement,Not Domestic Abuse,2022,May,Murder,Solved,Harrow,White
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,2022,May,Murder,Solved,Barnet,White
1,20 to 24,Female,Knife or Sharp Implement,Domestic Abuse,2022,May,Murder,Solved,Ealing,White
1,25 to 34,Female,Knife or Sharp Implement,Domestic Abuse,2022,May,Murder,Solved,Newham,Asian
1,55 to 64,Male,Shooting,Not Domestic Abuse,2022,May,Murder,Solved,Bexley,White
1,55 to 64,Male,Knife or Sharp Implement,Not Domestic Abuse,2022,May,Murder,Solved,Barnet,White
1,55 to 64,Male,Other Methods of Killing,Not Domestic Abuse,2022,Jun,Manslaughter,Solved,Kingston Upon Thames,White
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,2022,Jun,Murder,Solved,Brent,Black
1,35 to 44,Male,Knife or Sharp Implement,Not Domestic Abuse,2022,Jun,Murder,Solved,Redbridge,Black
1,65 and over,Male,Knife or Sharp Implement,Not Domestic Abuse,2022,Jun,Murder,Solved,Westminster,White
1,45 to 54,Male,Blunt Implement,Not Domestic Abuse,2022,Jun,Murder,Solved,Ealing,White
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,2022,Jun,Murder,Solved,Westminster,Black
1,25 to 34,Male,Not known/Not Recorded,Not Domestic Abuse,2022,Jun,Murder,Solved,Ealing,Black
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,2022,Jun,Murder,Solved,Haringey,White
1,0 to 12,Male,Knife or Sharp Implement,Not Domestic Abuse,2022,Jun,Murder,Solved,Barnet,Asian
1,65 and over,Female,Knife or Sharp Implement,Domestic Abuse,2022,Jun,Murder,Solved,Croydon,Asian
1,65 and over,Female,Knife or Sharp Implement,Not Domestic Abuse,2022,Jun,Murder,Solved,Islington,White
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,2022,Jun,Murder,Solved,Hounslow,Asian
1,35 to 44,Female,"Physical Assault, no weapon",Not Domestic Abuse,2022,Jun,Murder,Solved,Redbridge,Asian
1,35 to 44,Male,"Physical Assault, no weapon",Not Domestic Abuse,2022,Jul,Murder,Solved,Newham,White
1,55 to 64,Male,Knife or Sharp Implement,Not Domestic Abuse,2022,Jul,Murder,Solved,Hillingdon,Asian
1,20 to 24,Female,Not known/Not Recorded,Not Domestic Abuse,2022,Jul,Murder,Solved,Newham,Asian
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,2022,Jul,Murder,Solved,Bromley,Black
1,25 to 34,Male,Knife or Sharp Implement,Domestic Abuse,2022,Jul,Murder,Solved,Richmond Upon Thames,White
1,25 to 34,Male,Shooting,Not Domestic Abuse,2022,Jul,Murder,Solved,Westminster,Black
1,25 to 34,Male,Shooting,Not Domestic Abuse,2022,Jul,Murder,Solved,Waltham Forest,White
1,55 to 64,Male,Knife or Sharp Implement,Not Domestic Abuse,2022,Jul,Murder,Solved,Ealing,Black
1,20 to 24,Male,Shooting,Not Domestic Abuse,2022,Jul,Murder,Solved,Haringey,White
1,45 to 54,Male,Knife or Sharp Implement,Not Domestic Abuse,2022,Jul,Murder,Solved,Wandsworth,Black
1,35 to 44,Female,Other Methods of Killing,Domestic Abuse,2022,Jul,Murder,Solved,Brent,White
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,2022,Aug,Murder,Solved,Islington,Black
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,2022,Aug,Murder,Solved,Waltham Forest,Asian
1,55 to 64,Male,Blunt Implement,Not Domestic Abuse,2022,Aug,Murder,Solved,Croydon,Asian
1,35 to 44,Male,Knife or Sharp Implement,Not Domestic Abuse,2022,Aug,Murder,Solved,Lewisham,White
1,25 to 34,Male,Shooting,Not Domestic Abuse,2022,Aug,Murder,Solved,Waltham Forest,Black
1,55 to 64,Male,"Physical Assault, no weapon",Not Domestic Abuse,2022,Aug,Murder,Solved,Barking & Dagenham,White
1,55 to 64,Male,Knife or Sharp Implement,Not Domestic Abuse,2022,Aug,Murder,Solved,Westminster,Asian
1,55 to 64,Female,Knife or Sharp Implement,Domestic Abuse,2022,Aug,Murder,Solved,Ealing,Other
